"","logFC"
"NPRL3",-0.17655836
"NPTN-IT1",0.32216198
"NPTN",-0.19808608
"NQO1",-0.72358652
"NQO2",-0.50449269
"NR1D1",-0.13178117
"NR1D2",-0.89062863
"NR1H2",0.4163992
"NR1H3",0.5918151
"NR2C1",0.18305476
"NR2C2",0.15064178
"NR2C2AP",-0.22256699
"NR2F1-AS1",0.13132409
"NR2F1",-0.04897559
"NR2F2-AS1",0.77500843
"NR2F2",0.27784861
"NR2F6",0.34637847
"NR3C1",0.11115982
"NR3C2",-0.18153402
"NR4A1",1.49493642
"NR5A2",0.24077362
"NRARP",-0.69936312
"NRAS",0.15291535
"NRBF2",-0.51977937
"NRBP1",-0.05090784
"NRBP2",0.34420478
"NRCAM",-0.52089221
"NRD1",-0.29651332
"NRDE2",0.0418674
"NREP",0.45190264
"NRF1",0.13705685
"NRG1",-0.30033529
"NRGN",0.28992578
"NRIP1",0.23125509
"NRIP3",0.48772125
"NRK",-0.05370324
"NRM",0.087511
"NRN1",2.70851299
"NRP1",-0.24766991
"NRP2",-0.73435929
"NRROS",-1.61228822
"NRSN2-AS1",0.82555772
"NRSN2",-0.24646313
"NRXN3",-0.6949348
"NS3BP",0.11778014
"NSA2",-0.24194446
"NSD1",0.21495419
"NSDHL",-0.53518178
"NSF",0.81940349
"NSFL1C",-0.11267233
"NSFP1",0.88313468
"NSL1",0.00086024
"NSMAF",-0.04881626
"NSMCE1",-0.00386996
"NSMCE2",-0.06579143
"NSMCE4A",-0.31765628
"NSMF",0.16867695
"NSRP1",-0.21635341
"NSUN2",-0.44006901
"NSUN3",-0.34786654
"NSUN4",-0.3070559
"NSUN5",0.16340315
"NSUN5P1",-0.31438185
"NSUN5P2",-0.62307778
"NSUN6",0.00398452
"NT5C",1.19385464
"NT5C1B-RDH14",0.04487065
"NT5C2",-0.14698402
"NT5C3A",-0.13757399
"NT5C3B",0.169274
"NT5DC1",0.27948549
"NT5DC2",0.59188632
"NT5DC3",-0.28791453
"NT5E",0.67359997
"NT5M",0.52252665
"NTAN1",0.12505124
"NTHL1",-0.12521345
"NTM",0.22051558
"NTMT1",-0.41265721
"NTN4",0.29749684
"NTPCR",0.11630661
"NTSR1",0.51448095
"NUAK1",-0.78079716
"NUB1",-0.10198687
"NUBP1",-0.00477556
"NUBP2",-0.08357265
"NUBPL",0.01626346
"NUCB1",0.47039028
"NUCB2",0.07888833
"NUCKS1",-0.09671634
"NUDC",-0.50490777
"NUDCD1",-0.13787446
"NUDCD2",0.31465957
"NUDCD3",-0.00819984
"NUDT1",0.14189616
"NUDT11",-0.00226882
"NUDT12",-0.02640186
"NUDT13",0.4658194
"NUDT14",0.16495757
"NUDT15",0.09392039
"NUDT16",-0.42560283
"NUDT16L1",-0.20596747
"NUDT17",-0.29605033
"NUDT18",0.48250294
"NUDT19",0.1357426
"NUDT2",0.00927749
"NUDT21",-0.07366031
"NUDT22",0.87685873
"NUDT3",-0.15813266
"NUDT4",-0.7242541
"NUDT4P1",-0.71696926
"NUDT4P2",-0.71868387
"NUDT5",-0.06662492
"NUDT6",0.14962073
"NUDT7",-0.36767198
"NUDT8",-0.12920933
"NUDT9",-0.37368845
"NUF2",0.23199967
"NUFIP1",-0.34834588
"NUFIP2",-0.10985755
"NUMA1",0.32464349
"NUMB",-0.29943531
"NUMBL",0.20635113
"NUP107",-0.20294999
"NUP133",-0.06313041
"NUP153",-0.3002971
"NUP155",-0.36822083
"NUP160",-0.06498663
"NUP188",0.19224095
"NUP205",-0.28779077
"NUP214",0.29628002
"NUP35",-0.59189121
"NUP37",-0.20056817
"NUP43",-0.27011852
"NUP50-AS1",-0.24563966
"NUP50",0.02996405
"NUP54",-0.1445724
"NUP62",-0.28569137
"NUP85",-0.45991954
"NUP88",-0.31200983
"NUP93",-0.44434074
"NUP98",-0.24726512
"NUPL1",1.47062651
"NUPL2",-0.19834351
"NUS1",-0.26938601
"NUSAP1",0.0425408
"NUTF2",-0.25661706
"NUTM2A-AS1",-0.16544349
"NUTM2B-AS1",-0.1795309
"NVL",-0.39632898
"NXF1",0.69417876
"NXN",0.33511286
"NXPE3",-0.62142464
"NXT1",-0.31940311
"NXT2",0.17206223
"NYAP1",1.03311616
"NYNRIN",0.67940923
"OAF",-0.42670558
"OARD1",-0.01228441
"OAS1",0.18157707
"OAS2",0.15356455
"OAS3",0.37151958
"OAT",-0.00783285
"OAZ1",0.20034999
"OAZ2",0.28541286
"OBFC1",0.02458953
"OBSCN",2.40469058
"OBSL1",2.86163045
"OCEL1",1.20618078
"OCIAD1",-0.09575319
"OCIAD2",-0.09110169
"OCLN",-0.40806138
"OCRL",-0.0576295
"ODC1",-0.42012616
"ODF2",0.15242571
"ODF2L",-0.10800363
"OFD1",0.43856473
"OGDH",0.2269273
"OGFOD1",-0.56654931
"OGFOD2",0.14489267
"OGFOD3",0.12580598
"OGFR",0.53245117
"OGFRL1",0.75043706
"OGG1",-0.22350439
"OGT",-0.03053056
"OIP5-AS1",-0.16369435
"OIP5",0.04355876
"OLA1",-0.11819279
"OMA1",-0.08950196
"OPA1",-0.09685493
"OPA3",-0.01381713
"OPHN1",0.05988867
"OPLAH",0.36660326
"OPN3",0.53069075
"OPRL1",-0.49937235
"OPTN",0.34375892
"ORAI1",-0.44234937
"ORAI2",-0.32236084
"ORAI3",1.04684941
"ORAOV1",-0.42810918
"ORC1",0.00568696
"ORC2",-0.27807163
"ORC3",-0.37505951
"ORC4",-0.15569261
"ORC5",-0.63460425
"ORC6",-0.2848925
"ORMDL1",0.00246334
"ORMDL2",0.19742408
"ORMDL3",-0.34827384
"OS9",0.37405675
"OSBP",-0.09278349
"OSBP2",0.23670994
"OSBPL10",0.2912095
"OSBPL11",-0.44006682
"OSBPL1A",0.94051551
"OSBPL2",0.1812556
"OSBPL3",0.01331449
"OSBPL5",1.06627638
"OSBPL6",-0.19976263
"OSBPL7",-0.24507309
"OSBPL8",-0.09111619
"OSBPL9",-0.30829469
"OSCP1",0.29679805
"OSER1",-0.16337894
"OSGEP",-0.36583005
"OSGEPL1",-0.0716439
"OSGIN1",-0.68578655
"OSGIN2",-0.83804926
"OSMR",1.60462157
"OST4",0.59907733
"OSTC",-0.05243955
"OSTCP1",-0.00553054
"OSTF1",-0.0292719
"OSTM1",0.56808483
"OTOGL",-0.70661017
"OTUB1",-0.11882334
"OTUB2",-1.5055125
"OTUD1",-0.20084962
"OTUD3",0.11687028
"OTUD4",0.0400941
"OTUD5",-0.11178016
"OTUD6B-AS1",-0.12483676
"OTUD6B",-0.27379556
"OTUD7B",0.09981632
"OTULIN",-0.1059828
"OVCA2",-0.32072687
"OXA1L",-0.30382325
"OXCT1",0.07909928
"OXCT2",0.65198916
"OXLD1",-0.230699
"OXNAD1",-0.76377806
"OXR1",0.24919359
"OXSM",0.22158838
"OXSR1",0.64727569
"P2RX4",0.31885132
"P2RX5-TAX1BP3",0.05616064
"P2RX7",-0.57355111
"P2RY1",1.69959732
"P2RY11",2.23520561
"P2RY2",-0.35200737
"P4HA1",2.25048797
"P4HA2",3.00985852
"P4HA3",0.37710034
"P4HB",0.8822874
"P4HTM",0.40213001
"PA2G4",-0.55069721
"PA2G4P4",-0.69252347
"PAAF1",-0.13918521
"PABPC1",0.17856236
"PABPC1L",2.96127316
"PABPC3",0.3144904
"PABPC4",0.06892899
"PABPC4L",-0.7086404
"PABPN1",-0.22566526
"PACRGL",0.11199391
"PACS1",0.60272915
"PACS2",0.13586767
"PACSIN2",-0.02156647
"PACSIN3",-0.61942189
"PAF1",-0.22164312
"PAFAH1B1",0.19040638
"PAFAH1B2",-0.06706748
"PAFAH1B3",-0.2534016
"PAFAH2",-0.2280826
"PAGR1",-0.03308655
"PAICS",0.86210464
"PAIP1",-0.2242969
"PAIP2",0.68963271
"PAIP2B",1.25398212
"PAK1",-0.15365741
"PAK1IP1",-0.71056596
"PAK2",0.20869693
"PAK4",-0.1962345
"PAK6",-0.16761285
"PALB2",-0.58964087
"PALD1",-0.49780959
"PALLD",0.10789966
"PALM",1.04772952
"PALM2-AKAP2",-0.30407534
"PALMD",-0.2471901
"PAM",1.90954322
"PAM16",-0.53367476
"PAN2",0.89941424
"PAN3",0.29867118
"PANK1",-0.15768885
"PANK2",-0.20116317
"PANK3",-0.13034347
"PANK4",-0.13556551
"PANX1",0.12159376
"PANX2",2.69022812
"PAOX",0.13036359
"PAPD4",-0.08361055
"PAPD5",-0.04069308
"PAPD7",0.670381
"PAPLN",0.34458556
"PAPOLA",-0.10463688
"PAPOLG",0.01371567
"PAPPA",-0.87972144
"PAPSS1",-0.29127798
"PAPSS2",0.56876249
"PAQR3",-0.48119209
"PAQR4",-0.31492736
"PAQR5",3.61133364
"PAQR7",1.2108804
"PAQR8",0.04914524
"PARD3",-0.62859124
"PARD3B",0.2154013
"PARD6A",0.9178017
"PARG",-0.27861327
"PARGP1",-0.22515235
"PARK7",0.03974004
"PARL",-0.04920327
"PARN",-0.24365631
"PARP1",-0.30997613
"PARP10",0.08848402
"PARP11",0.00074091
"PARP12",0.02928908
"PARP14",-0.11460257
"PARP16",0.61262035
"PARP2",-0.12120234
"PARP3",0.72753581
"PARP4",0.03021665
"PARP6",0.85308737
"PARP8",7.58525013
"PARP9",-0.13716296
"PARPBP",-0.16966971
"PARS2",-0.05362673
"PARVA",0.34275372
"PARVB",0.3965103
"PASK",-0.44205447
"PATL1",0.26313662
"PATZ1",-0.2069061
"PAWR",-0.48157202
"PAX8-AS1",0.30924741
"PAXBP1",0.12063475
"PAXIP1-AS1",0.78291981
"PAXIP1",-0.44075542
"PAXIP1OS",-0.31494243
"PBDC1",-0.56580823
"PBK",-0.219082
"PBLD",0.56482589
"PBRM1",0.2359249
"PBX1",-1.14049074
"PBX2",-0.27095426
"PBX3",-0.19786594
"PBXIP1",-0.30072969
"PC",0.42620612
"PCAT19",-0.14388163
"PCBD1",0.28331122
"PCBD2",-0.40695929
"PCBP1-AS1",1.20270967
"PCBP1",0.29488646
"PCBP2-OT1",0.47559886
"PCBP2",0.61842168
"PCBP4",0.32407319
"PCCA",-0.48954618
"PCCB",0.27450118
"PCDH1",-0.76049655
"PCDH10",0.9102533
"PCDH12",-0.20523974
"PCDH15",1.02336498
"PCDH17",1.10437312
"PCDH18",-0.88650387
"PCDH7",0.09970569
"PCDH9",-1.23746966
"PCDHGA1",0.28132134
"PCDHGA10",0.16325411
"PCDHGA11",0.19173617
"PCDHGA12",0.57852417
"PCDHGA2",0.25072256
"PCDHGA3",0.29762963
"PCDHGA4",0.54540124
"PCDHGA5",0.28483704
"PCDHGA6",0.33983935
"PCDHGA7",0.35177521
"PCDHGA8",0.252117
"PCDHGA9",0.29368406
"PCDHGB1",0.26707869
"PCDHGB2",0.35334355
"PCDHGB3",0.23680084
"PCDHGB4",0.2593328
"PCDHGB5",0.54780651
"PCDHGB6",0.27256414
"PCDHGB7",0.42717885
"PCDHGC3",0.07199402
"PCDHGC4",0.31194369
"PCDHGC5",0.28305883
"PCED1A",0.06286201
"PCED1B",-0.09695223
"PCF11",0.49377363
"PCGF1",-0.14420775
"PCGF2",0.22822798
"PCGF3",0.11320269
"PCGF5",0.1903002
"PCGF6",-0.37091568
"PCID2",-0.00405898
"PCIF1",0.45662486
"PCK2",-0.32715163
"PCM1",-0.00488254
"PCMT1",-0.05149236
"PCMTD1",0.18147712
"PCMTD2",0.1682384
"PCNA",-0.11634855
"PCNP",0.08401345
"PCNT",0.47642083
"PCNX",-0.11858409
"PCNXL2",0.82004783
"PCNXL3",0.3144149
"PCNXL4",-0.03965717
"PCSK1",0.46467553
"PCSK5",0.38074504
"PCSK7",-0.01644079
"PCTP",-0.02669289
"PCYOX1",0.43289308
"PCYOX1L",-0.13675971
"PCYT1A",-0.41982818
"PCYT2",-0.37801185
"PDAP1",-0.18744577
"PDCD10",0.11104076
"PDCD11",-0.50797307
"PDCD1LG2",-0.36871661
"PDCD2",-0.57223339
"PDCD2L",-0.4748675
"PDCD4",-0.55915034
"PDCD5",-0.24143318
"PDCD6",0.07183083
"PDCD6IP",0.24692279
"PDCD6IPP2",0.10528832
"PDCD7",-0.26685445
"PDCL",-0.26681562
"PDCL3",-0.41569781
"PDCL3P4",-0.22834928
"PDDC1",0.01208498
"PDE10A",-0.35306093
"PDE12",0.3402371
"PDE1C",-0.03947177
"PDE2A",0.79274176
"PDE3A",0.1404751
"PDE3B",0.15818033
"PDE4A",0.35347797
"PDE4B",-0.30987592
"PDE4C",7.1874902
"PDE4D",-0.10253336
"PDE4DIP",0.12240336
"PDE5A",0.12694904
"PDE6B",0.02435509
"PDE6D",-0.12598592
"PDE7A",0.42326915
"PDE7B",-0.94063029
"PDE8A",-0.34566619
"PDF",-0.3123868
"PDGFA",-0.51216255
"PDGFB",0.06567226
"PDGFC",0.68955465
"PDGFD",-0.41648518
"PDGFRL",0.57897345
"PDHA1",-0.30676868
"PDHB",-0.0891543
"PDHX",0.13953601
"PDIA3",0.57565326
"PDIA3P1",0.50214968
"PDIA4",0.26637864
"PDIA5",0.35052358
"PDIA6",0.47658105
"PDIK1L",0.14875366
"PDK1",1.46627727
"PDK2",-0.32996135
"PDK3",2.76582108
"PDK4",-0.77387772
"PDLIM1",0.03036014
"PDLIM2",0.53060057
"PDLIM3",-0.26052392
"PDLIM4",0.05791852
"PDLIM5",0.04804785
"PDLIM7",-0.22775404
"PDP1",-0.31731496
"PDP2",-0.31472787
"PDPK1",0.01743644
"PDPR",0.54538554
"PDRG1",-0.48048353
"PDS5A",-0.33470562
"PDS5B",-0.34606294
"PDSS1",-0.64397549
"PDSS2",0.38212538
"PDXDC1",-0.14585798
"PDXDC2P",-0.07697051
"PDXK",0.25673952
"PDXP",1.21168351
"PDZD11",0.16835061
"PDZD2",1.21116184
"PDZD8",-0.27927691
"PEA15",-0.13661585
"PEAK1",0.00448772
"PEAR1",0.46457373
"PEBP1",0.10764683
"PECAM1",-0.23380859
"PECR",-0.02613428
"PEF1",-0.14121187
"PEG10",0.15469199
"PEG3",-0.39460843
"PELI1",-0.03811656
"PELI2",-1.18975269
"PELI3",0.5740661
"PELO",0.07480854
"PELP1",-0.21881478
"PEMT",-0.29776805
"PEPD",0.40400539
"PER1",0.62614343
"PER2",0.58120648
"PER3",-0.27014777
"PERP",0.1676553
"PES1",-0.01216447
"PET100",-0.06975176
"PET117",-0.33987247
"PEX1",-0.1364629
"PEX10",0.29707874
"PEX11A",1.38986089
"PEX11B",-0.04466216
"PEX12",-0.33548315
"PEX13",-0.15150746
"PEX14",-0.13248865
"PEX16",0.08200074
"PEX19",-0.08524343
"PEX2",-0.2782222
"PEX26",0.47214584
"PEX3",0.5170784
"PEX5",-0.18076545
"PEX6",0.14229578
"PEX7",0.36617332
"PFAS",-0.24594563
"PFDN1",-0.29320707
"PFDN2",-0.67188146
"PFDN4",-0.39530173
"PFDN5",0.06088222
"PFDN6",-0.70233219
"PFKFB2",-0.42249184
"PFKFB3",1.55258107
"PFKFB4",3.73950709
"PFKL",1.53203194
"PFKM",-0.30714077
"PFKP",0.93644013
"PFN1",0.11597693
"PFN2",0.48054383
"PGAM1",1.31500469
"PGAM4",1.32991846
"PGAM5",-0.59063828
"PGAP1",-0.19017174
"PGAP2",-0.41712066
"PGAP3",-0.24809658
"PGBD1",0.51376563
"PGBD2",0.11356793
"PGBD3",-0.35932279
"PGBD4",-0.25524875
"PGD",-0.53921297
"PGF",-0.25407619
"PGGT1B",-0.26797173
"PGK1",2.37441347
"PGLS",0.19939032
"PGM1",2.89822682
"PGM2",0.39935294
"PGM2L1",-0.45079383
"PGM3",-0.06942917
"PGM5",0.53503803
"PGM5P2",0.56704616
"PGP",0.53160494
"PGPEP1",-0.52165108
"PGRMC1",-0.1052878
"PGRMC2",0.64432868
"PGS1",-0.48496332
"PHACTR1",-0.3749248
"PHACTR2",0.10739256
"PHACTR4",-0.2203491
"PHAX",-0.40029934
"PHB",-0.22522078
"PHB2",-0.16121623
"PHC1",-0.13226669
"PHC2",0.20019346
"PHC3",0.24052753
"PHEX",-0.29948905
"PHF1",0.19271153
"PHF10",0.98094983
"PHF11",0.59853199
"PHF12",-0.29091333
"PHF13",0.15160982
"PHF14",-0.39667341
"PHF19",-0.06593901
"PHF2",-0.00704871
"PHF20",0.29061208
"PHF20L1",-0.20221644
"PHF21A",0.72692835
"PHF23",-0.42370303
"PHF3",0.13024902
"PHF5A",-0.29716961
"PHF6",-0.43624025
"PHF7",-0.02346626
"PHF8",0.17773621
"PHGDH",-0.95828345
"PHIP",-0.10000568
"PHKA1",0.1197394
"PHKA2",-0.17185515
"PHKB",0.08348454
"PHKG2",0.40958301
"PHLDA1",-0.15618043
"PHLDA2",-0.46602583
"PHLDA3",-0.00171672
"PHLDB1",0.14330495
"PHLDB2",-0.01853438
"PHLDB3",-0.21253947
"PHLPP1",0.32180612
"PHLPP2",0.00286046
"PHOSPHO2-KLHL23",-0.18151452
"PHPT1",0.68866352
"PHRF1",0.43076794
"PHTF1",-0.38113323
"PHTF2",-0.61127956
"PHYH",0.48398812
"PHYKPL",0.58891313
"PI16",1.16474279
"PI4K2A",-0.70913403
"PI4K2B",-0.11917871
"PI4KA",-0.03964591
"PI4KAP1",0.46814616
"PI4KAP2",0.4383341
"PI4KB",-0.26903768
"PIAS1",-0.14981908
"PIAS2",0.48958871
"PIAS3",0.21663568
"PIAS4",0.2124907
"PIBF1",-0.12022645
"PICALM",0.07152243
"PICK1",0.48174806
"PIDD1",-0.00430567
"PIEZO1",0.37997308
"PIEZO2",-1.09922669
"PIF1",0.11310448
"PIGA",1.51369716
"PIGB",0.03480325
"PIGC",-0.35158738
"PIGF",-0.05127161
"PIGG",0.39146704
"PIGH",2.80763012
"PIGK",0.18039264
"PIGL",-0.14661341
"PIGM",0.2502539
"PIGN",-0.08601053
"PIGO",-0.15672221
"PIGP",0.18649304
"PIGQ",-0.02551599
"PIGS",0.05310747
"PIGT",0.2130462
"PIGU",-0.13203175
"PIGV",0.15232299
"PIGW",-0.44564867
"PIGX",-0.30621905
"PIGY",-0.3070301
"PIGZ",-0.16173258
"PIH1D1",0.87984474
"PIK3C2A",-0.23724878
"PIK3C2B",-0.85027537
"PIK3C3",0.915125
"PIK3CA",0.05336819
"PIK3CB",0.16849307
"PIK3CD",0.48449532
"PIK3CG",0.2475297
"PIK3IP1",0.32506805
"PIK3R1",-0.21031178
"PIK3R2",-0.34129894
"PIK3R3",-0.91698319
"PIK3R4",-0.18873478
"PIKFYVE",-0.19304754
"PILRB",0.12236895
"PIM1",0.19543184
"PIM2",0.54557085
"PIM3",0.21848215
"PIN1",-0.17936533
"PIN4",-0.34743581
"PIN4P1",-0.10788926
"PINK1-AS",0.45175073
"PINK1",0.31119389
"PINLYP",0.14260274
"PINX1",-0.57347521
"PIP4K2A",-0.35382057
"PIP4K2B",-0.09717473
"PIP4K2C",-0.27549569
"PIP5K1A",-0.25552224
"PIP5K1C",1.12687554
"PIP5KL1",2.2567396
"PIPSL",-0.16914399
"PIR-FIGF",-0.4737692
"PIR",-0.39181291
"PISD",-0.44122949
"PITHD1",-0.27307819
"PITPNA-AS1",-0.24212469
"PITPNA",-0.35230312
"PITPNB",0.05984384
"PITPNC1",0.29890068
"PITPNM1",-0.30498037
"PITPNM2",-0.02790734
"PITPNM3",-0.4367453
"PITRM1",-0.40385544
"PJA1",-0.39557861
"PJA2",0.48388387
"PKD1",0.69795043
"PKD1P1",0.5561579
"PKD1P6",0.63406208
"PKD2",-0.23449643
"PKDCC",-0.48701678
"PKHD1L1",-0.52380173
"PKI55",0.02608853
"PKIA",0.13950584
"PKIG",-0.2544318
"PKM",0.95768238
"PKMYT1",-0.16733879
"PKN1",-0.10588708
"PKN2",0.16268201
"PKN3",0.06114998
"PKNOX1",0.47327441
"PKP2",-0.08505414
"PKP3",2.0708223
"PKP4",-0.47646578
"PLA2G12A",-0.01525794
"PLA2G15",0.47720057
"PLA2G16",0.64157458
"PLA2G3",-0.51475098
"PLA2G4A",-1.58582679
"PLA2G4B",0.70366853
"PLA2R1",0.07660585
"PLAA",-0.36536763
"PLAC8",0.20014172
"PLAC9",0.69676376
"PLAG1",0.33343037
"PLAGL1",1.54662778
"PLAGL2",-0.01987746
"PLAT",0.35427681
"PLAU",-0.25001211
"PLAUR",0.58374847
"PLBD2",1.04574345
"PLCB1",-0.19112756
"PLCB3",-0.37131661
"PLCB4",-0.09858036
"PLCD1",0.33059348
"PLCD3",-0.09433218
"PLCG1",-0.3759285
"PLCG2",-0.17151793
"PLCH2",3.043387
"PLCL1",-0.48913721
"PLCL2",-0.01444068
"PLCXD1",0.35806096
"PLCXD3",0.49064924
"PLD1",-0.05415972
"PLD2",-0.23935281
"PLD3",0.36369818
"PLD6",-0.12955819
"PLEC",0.57992928
"PLEK2",0.18451917
"PLEKHA1",0.09574006
"PLEKHA2",2.61962372
"PLEKHA3",-0.14003876
"PLEKHA4",-0.46316727
"PLEKHA5",0.06986299
"PLEKHA6",0.40678996
"PLEKHA7",-0.08452718
"PLEKHA8",0.80567342
"PLEKHA8P1",0.49146742
"PLEKHB2",-0.39474317
"PLEKHF1",-0.54238889
"PLEKHF2",-0.11318829
"PLEKHG1",-0.89694521
"PLEKHG2",0.09396947
"PLEKHG3",0.0904058
"PLEKHG4",-0.16975422
"PLEKHG5",0.12261965
"PLEKHH2",0.24104659
"PLEKHH3",-0.12015258
"PLEKHJ1",-0.32638942
"PLEKHM1",-0.24744026
"PLEKHM1P",0.38554748
"PLEKHM2",-0.08419769
"PLEKHM3",0.44745612
"PLEKHN1",-0.09616498
"PLEKHO1",0.14050036
"PLEKHO2",-0.21933146
"PLGRKT",0.35103602
"PLIN1",4.47162209
"PLIN2",0.56105609
"PLIN3",-0.08546987
"PLK1",-0.37579252
"PLK2",-0.22855605
"PLK3",-0.44775191
"PLK4",0.06300551
"PLOD1",1.09139859
"PLOD2",2.04582157
"PLOD3",0.44029025
"PLP2",0.13197558
"PLRG1",-0.39390413
"PLS1",-0.24621167
"PLS3",0.23100141
"PLSCR1",-0.71416797
"PLSCR3",0.11954463
"PLSCR4",-0.10953985
"PLTP",0.36856457
"PLXNA1",-0.66994336
"PLXNA2",0.05836399
"PLXNA3",1.01741432
"PLXNA4",-1.14298355
"PLXNB1",-0.0002899
"PLXNB2",0.24114378
"PLXNB3",1.70041509
"PLXND1",0.20000971
"PM20D2",0.28803186
"PMAIP1",-0.38518142
"PMEPA1",-0.34845447
"PMF1-BGLAP",0.02041161
"PMF1",-0.10374576
"PML",-0.05479467
"PMM1",-0.01893552
"PMM2",-0.28324239
"PMP22",-0.76643067
"PMPCA",0.03700269
"PMPCB",0.24629431
"PMS1",-0.38326553
"PMS2",-0.11797637
"PMS2CL",0.67335511
"PMS2P1",-0.17523487
"PMS2P3",0.82615832
"PMS2P4",-0.35090171
"PMS2P5",-0.08805397
"PMVK",-0.61611656
"PNISR",0.15091702
"PNKD",-0.3532542
"PNKP",-0.05763631
"PNMA1",-0.10306255
"PNMA2",0.2831677
"PNN",-0.40689321
"PNO1",-0.4698637
"PNP",-0.35711681
"PNPLA2",0.13560731
"PNPLA3",-0.33583959
"PNPLA4",0.11011914
"PNPLA6",0.16702699
"PNPLA8",0.19387676
"PNPO",-0.53975916
"PNPT1",-0.45439529
"PNRC1",0.85528555
"PNRC2",-0.04360665
"POC1A",-0.20690363
"POC1B-GALNT4",0.03244571
"POC1B",-0.01650858
"POC5",-0.26906304
"PODXL",0.26206358
"PODXL2",0.63882524
"POFUT1",0.20014453
"POFUT2",0.33643369
"POGK",-0.41612106
"POGLUT1",0.11141983
"POGZ",0.51622586
"POLA1",-0.22985866
"POLA2",-0.33858736
"POLB",0.35251492
"POLD1",-0.09680482
"POLD2",0.03906672
"POLD3",-0.06018008
"POLD4",0.42553514
"POLDIP2",-0.17675449
"POLDIP3",-0.14985005
"POLE",-0.03349752
"POLE2",-0.20305407
"POLE3",0.27997345
"POLE4",0.22831921
"POLG",0.27007971
"POLG2",0.5193351
"POLH",-0.10587845
"POLI",0.47074818
"POLK",0.05010114
"POLL",0.47694084
"POLM",-0.23057178
"POLN",1.16519039
"POLQ",-0.07057799
"POLR1A",-0.52390121
"POLR1B",-0.49308902
"POLR1C",-0.49643447
"POLR1D",-0.11476133
"POLR1E",-0.49065214
"POLR2A",0.97643466
"POLR2B",-0.43627803
"POLR2C",-0.15143005
"POLR2D",-0.07619452
"POLR2E",-0.19699691
"POLR2F",-0.37063703
"POLR2G",-0.18673749
"POLR2H",0.75206348
"POLR2I",-0.12265576
"POLR2J",-0.09425825
"POLR2J2",0.19341004
"POLR2J3",0.05632326
"POLR2J4",0.2510115
"POLR2K",0.0680314
"POLR2L",0.00619083
"POLR2M",0.25884343
"POLR3A",-0.32961714
"POLR3B",-0.77397587
"POLR3C",-0.32611159
"POLR3D",-0.0933196
"POLR3E",-0.36618097
"POLR3F",0.01938289
"POLR3G",-0.03566152
"POLR3GL",-0.02293789
"POLR3H",0.01217918
"POLR3K",-0.90587796
"POLRMT",0.06438015
"POM121",1.13868404
"POM121C",1.22950648
"POMC",2.26822503
"POMGNT1",-0.02489116
"POMGNT2",0.21630182
"POMK",-0.20129466
"POMP",-0.11624816
"POMT1",0.24347542
"POMT2",-0.24154848
"PON2",0.47443199
"POP1",-0.60501582
"POP4",0.31174473
"POP5",-0.69162441
"POP7",-0.37985701
"POPDC3",-0.56663796
"POR",-0.37366287
"PORCN",-0.62962575
"POSTN",0.48564176
"POT1",-0.14952896
"POTEE",0.37814153
"POTEF",0.25432711
"POTEI",0.40240503
"POU2F1",0.45406746
"POU4F1",2.01452352
"POU6F1",0.08690255
"PP7080",0.16411163
"PPA1",-0.34463476
"PPA2",-0.24269221
"PPAN-P2RY11",0.57669348
"PPAN",0.3337927
"PPAP2A",0.23689024
"PPAP2B",-1.16759059
"PPAP2C",-0.87787635
"PPAPDC1A",-0.50049784
"PPAPDC1B",-0.03713464
"PPAPDC2",-0.27570724
"PPARA",0.49532299
"PPARD",-0.26614551
"PPARGC1B",-1.14477792
"PPAT",-0.46426403
"PPCDC",-0.21487748
"PPCS",0.31580531
"PPDPF",0.95214557
"PPFIA1",0.42014969
"PPFIA3",2.4643513
"PPFIA4",8.75871039
"PPFIBP1",-0.21767336
"PPHLN1",-0.11024862
"PPIA",0.13567163
"PPIAL4G",0.23125316
"PPIB",0.06251364
"PPIC",-0.43333704
"PPID",0.11983467
"PPIE",0.08360045
"PPIF",-0.49101522
"PPIG",-0.24821515
"PPIH",0.12773435
"PPIL1",-0.33116443
"PPIL2",0.07518615
"PPIL3",0.15255343
"PPIL4",0.22290696
"PPIP5K1",0.33320318
"PPIP5K2",-0.53981914
"PPL",2.0559826
"PPM1A",-0.0646471
"PPM1B",-0.01864886
"PPM1D",-0.39299888
"PPM1F",-0.28862974
"PPM1G",-0.42245209
"PPM1J",0.44667084
"PPM1K",-0.39726469
"PPM1M",-0.21677038
"PPME1",1.420173
"PPOX",0.08485301
"PPP1CA",0.32401876
"PPP1CB",0.38321429
"PPP1CC",-0.31408608
"PPP1R10",-0.18901336
"PPP1R11",0.19414903
"PPP1R12A",-0.17420582
"PPP1R12B",0.32986422
"PPP1R12C",-0.13998738
"PPP1R13B",-0.29761406
"PPP1R13L",1.29274016
"PPP1R14B",0.30105777
"PPP1R15A",-0.19485436
"PPP1R15B",-0.26986332
"PPP1R16A",1.70587741
"PPP1R16B",-1.25704598
"PPP1R18",-0.13307113
"PPP1R2",0.17647019
"PPP1R21",0.20872758
"PPP1R26",-0.22659279
"PPP1R2P3",0.41616084
"PPP1R35",0.06370975
"PPP1R37",0.0881819
"PPP1R3B",0.30418205
"PPP1R3C",3.03057958
"PPP1R3D",-0.40730913
"PPP1R3E",1.74889633
"PPP1R3F",0.90064618
